ticker,disease,stage,date,catalyst,label
CLSD,Wet AMD using suprachoroidal delivery,Phase 2,7/30/23,"Phase 2 additional data reported meaningful reductions in Anti-VEGF injection burden with stable to improved CRT through month 6, noted July 30, 2023.",5
RGNX,Wet AMD using suprachoroidal delivery,Phase 2,7/30/23,"Phase 2 additional data reported meaningful reductions in Anti-VEGF injection burden with stable to improved CRT through month 6, noted July 30, 2023.",5
GSK,Endometrial Cancer,Approved,7/31/23,"FDA approved on July 31, 2023. Ahead of PDUFA on Sept. 23, 2023.",5
IONS,ATTR cardiomyopathy,Phase 3,7/31/23,"Phase 3 trial initiation announced January 10, 2020. Phase 3 enrollment completed, noted July 31, 2023.",4
ANAB,Endometrial Cancer,Approved,7/31/23,"FDA approved on July 31, 2023. Ahead of PDUFA on Sept. 23, 2023.",5
BPTH,Acute myeloid leukemia (AML) and myelodysplastic syndrome (MDS),Phase 2,8/1/23,"Phase 2 interim analysis reported that in cohort 1, twelve of the fourteen evaluable patients (86%) achieved complete remission (CR/CRi) and two (14%) achieved partial remission (PR), and in cohort 2 eight of the fourteen evaluable patients (57%) achieved complete remission (CR/CRi), two (14%) achieved partial remission (PR) and three (22%) achieved stable disease, noted August 1, 2023.",5
CLSD,Diabetic retinopathy,Phase 2,8/1/23,"Phase 2 additional data reported that 20% of patients achieved a >2-step improvement vs. 10% in control and 54% of patients achieved any DRSS improvement vs. 20% in control, noted August 1, 2023.",5
RGNX,Diabetic retinopathy,Phase 2,8/1/23,"Phase 2 additional data reported that 20% of patients achieved a >2-step improvement vs. 10% in control and 54% of patients achieved any DRSS improvement vs. 20% in control, noted August 1, 2023.",5
QLGN,"Pancreatic cancer, Prostate cancer and other solid tumors",Phase 1a,8/1/23,"IND cleared by FDA, noted August 1, 2023",4
TYRA,Achondroplasia,Phase 2,8/1/23,"FDA Orphan drug designation (ODD) granted on August 1, 2023.",4
ALT,Non-alcoholic fatty liver disease (NAFLD),Phase 2b,8/1/23,"Phase 2b IMPACT trial enrollment initiated, noted August 1, 2023.",4
ICPT,NASH patients with compensated cirrhosis,Phase 3,8/2/23,"NASH Programs discontinued, noted August 2, 2023.",3
ARAV,Platinum Resistant Ovarian Cancer (PROC),Phase 3,8/2/23,"Phase 3 topline data did not meet primary endpoint of progression-free survival, noted August 2, 2023.",5
GTHX,Urothelial carcinoma,Phase 2,8/2/23,"Phase 2 PFS data reported that PFS was similar between patients receiving trilaciclib prior to gemcitabine/platinum + avelumab and patients receiving gemcitabine/platinum + avelumab alone (median PFS=6.0 months and 6.1 months), noted August 2, 2023.",4
MESO,Steroid-refractory acute graft versus host disease (aGVHD) in children,CRL,8/3/23,"Additional CRL announced August 3, 2023.",4
ONCT,Metastatic castration-resistant prostate cancer (mCRPC),Phase 1/2,8/3/23,"Phase 1/2 study received ""Study May Proceed"" letter by FDA, noted August 3, 2023.",4
LUMO,Ebola,Approved,8/3/23,"Approval in children aged 12 months and older on August 3, 2023.",5
MRK,Ebola,Approved,8/3/23,"Approval in children aged 12 months and older on August 3, 2023.",5
ALEC,Frontotemporal Dementia,Phase 2,8/3/23,"Additional Phase 2 data considered to be uninformative regarding treatment effect, noted August 3, 2023.",5
AFMD,"EGFR-expressing tumors, Non-small cell lung cancer, and Squamous cell carcinoma of the head and neck",Phase 1,8/3/23,"Phase 1 dose-escalation update reported that AFM24 showed meaningful clinical activity in heavily pretreated patients with EGFRmut NSCLC (ORR [13%], DCR [47%]) with significant tumor reductions, including two confirmed PRs and five patients exhibiting stable disease, noted August 3, 2023.",5
BIIB,Major depressive disorder (MDD),CRL,8/4/23,"CRL issued August 4, 2023.",4
SAGE,Major depressive disorder (MDD),CRL,8/4/23,"CRL issued August 4, 2023.",4
BIIB,Postpartum Depression,Approved,8/4/23,"Approved August 4, 2023.",5
SAGE,Postpartum Depression,Approved,8/4/23,"Approved August 4, 2023.",5
RCUS,Metastatic castrate-resistant prostate cancer (mCRPC),Phase 1/2,8/7/23,"Phase 1/2 trial is not expected to demonstrate sufficient clinical benefit in castrate resistant prostate cancer to warrant further investment, noted August 7, 2023.",5
PRAX,Epilepsy,Phase 1,8/7/23,"Phase 1 study demonstrated pharmacodynamic activity across all dose levels for study subjects who received PRAX-628 at first administration as compared with subjects who received a placebo, noted August 7, 2023. Based on these studies and the preclinical results, Praxis intends to advance PRAX-628 into a Phase 2 study in focal epilepsy in the 1H 2024.",5
VTGN,Social Anxiety Disorder (SAD),Phase 3,8/7/23,"Phase 3 topline data met its primary endpoint, noted August 7, 2023.",4
PASG,GM1 gangliosidosis (GM1),Phase 1/2,8/7/23,"Phase 1/2 initial safety data from cohorts 1-4 up to 28 months showed Dose 1 and 2 of PBGM01 were well tolerated and had a favorable safety and immunological profile, noted August 7, 2023.",5
SAGE,Major Depressive Disorder (MDD),Phase 3,8/7/23,"Phase 3 additional data reported that there were no new safety signals identified, noted August 7, 2023.",4
OCS,Inflammation and pain following ocular surgery,Phase 3,8/8/23,"Phase 3 trial met both primary endpoints, noted August 8, 2023.",4
DRUG,Dravet Syndrome,Phase 1/2,8/8/23,"Additional Phase 1/2 cohort 4 data reported an increase in central delta power and robust reduction in central alpha and beta power in active group, as previously reported for Anti-Epileptic Drugs (AEDs) in healthy individuals, noted August 8, 2023.",5
NVO,Obesity,Phase 3,8/8/23,"Phase 3 trial met its primary endpoint, with statistically significant and superior reduction in MACE of 20% for people treated with semaglutide 2.4 mg compared to placebo, noted August 8, 2023.",5
PBYI,Small Cell Lung Cancer (SCLC),Phase 1a,8/8/23,"FDA IND Clearance on August 8, 2023.",4
MRTX,MTAP-deleted cancers,Phase 1,8/8/23,"Phase 1 data reported a safety profile and early signs of clinical activity, noted August 8, 2023.",4
VIRX,Epstein-Barr Virus Associated Lymphoma,Phase 1/2,8/8/23,"Phase 1b/2 data results showed complete responses achieved and ongoing durable responses observed out to approximately 36 months across multiple EBV+ lymphoma subtypes, including some of the most aggressive cancers, noted August 8, 2023.",5
TERN,Nonalcoholic steatohepatitis (NASH),Phase 2a,8/8/23,"Phase 2a topline data reported that the trial met all primary and secondary endpoints, noted August 8, 2023.",4
ATAI,Healthy volunteers,Phase 1,8/8/23,"Phase 1 was generally well-tolerated with no SAE reported. At the 60mg IV dose, rates of sedation and dissociation were consistent with prior studies of PCN-101 at this dose-level, noted August 8, 2023.",5
ICVX,Respiratory syncytial virus (RSV) vaccine,Phase 1b,8/8/23,"Phase 1b 12 month extension trial in older adults, GMTs against RSV through day 365 persisted at ~45-70% of the GMTs at day 28 (for 75 and 250 µg unadjuvanted dosages), noted August 8, 2023.",4
PRAX,Essential tremor,Phase 2,8/8/23,"Phase 2 patients dosed with ulixacaltamide up to 14 weeks showed maintained or improved efficacy results, as measured by mean changes in the modified Activities of Daily Living 11 (mADL111). Patients withdrawing from ulixacaltamide to placebo experienced worsening in mADL11, noted August 8, 2023.",5
GRTX,Severe Oral Mucositis (SOM),CRL,8/9/23,"FDA issued a Complete Response Letter (CRL), noted August 9, 2023.",4
PALI,Reduction in adhesions following abdominal and pelvic surgery,Phase 2,8/9/23,"Phase 2 study did not achieve primary efficacy endpoint of reducing adhesions in LB1148 treated patients compared to placebo treated patients post bowel resection surgery, noted August 9, 2023.",5
MRK,Solid tumors,Phase 1/2,8/9/23,"Phase 1/2 sixth dose escalation cohort data and agent expansion data to showed durable anti-cancer activity observed during monotherapy dose escalation without dose-limiting toxicities. Late-stage pancreatic cancer patient achieved 80% tumor shrinkage with complete regression observed in two of three metastatic lesions in the liver in response to single-agent MDNA11, noted August 9, 2023.",5
MDNA,Solid tumors,Phase 1/2,8/9/23,"Phase 1/2 sixth dose escalation cohort data and agent expansion data to showed durable anti-cancer activity observed during monotherapy dose escalation without dose-limiting toxicities. Late-stage pancreatic cancer patient achieved 80% tumor shrinkage with complete regression observed in two of three metastatic lesions in the liver in response to single-agent MDNA11, noted August 9, 2023.",5
ALXO,Myelodysplastic syndromes (MDS),Phase 1b,8/10/23,"Phase 1b data reported that the evorpacept combination did not substantially improve upon the historical activity of azacitidine alone, noted August 10, 2023.",5
JNJ,Multiple myeloma,Approved,8/10/23,"Approved August 10, 2023.",5
REGN,Wet age-related macular degeneration (AMD),Phase 2,8/10/23,"Phase 2 two-year longer-term data demonstrated that the vast majority of aflibercept 8 mg patients with wAMD could maintain or further extend their dosing intervals. Among those who completed the two-year follow-up, noted August 10, 2023.",5
VRCA,Basal cell carcinoma,Phase 2,8/10/23,"Phase 2 data presented at AAD Innovation Academy show consistency inclinical and histological clearance of treated BCC lesions was observed by Day 49 post-treatment with the 8 mg dose of VP-315, with 4 of 6 subjects (67%) showing complete tumor clearance, noted August 10, 2023.",5
XFOR,Severe Congenital Neutropenia (SCN),Phase 2,8/10/23,"Phase 2 data reported that three participants receiving G-CSF and once-daily oral mavorixafor showing robust increases in ANC, maintenance of ANC levels in the normal range, and the ability to reduce G-CSF dose earlier than anticipated, noted August 10, 2023.",5
ANNX,Retinal vein occlusion (RVO),Phase 2,8/11/23,"Phase 2 data reported a long duration of effect with a single dose of standard of care anti-VEGF treatment in two of five treated patients. These two patients also had some positive effects on visual acuity and the retina already during the four weeks before standard of care treatment was used, noted August 11, 2023.",5
JNJ,BRCA-positive mCRPC,Approved,8/11/23,"Approved August 11, 2023.",5
DCTH,Liver-dominant ocular melanoma,Approved,8/14/23,"FDA Approved on August 14, 2023.",5
TCRT,Solid tumors,Phase 1/2,8/14/23,"Program wind down due to prioritization. Phase 1/2 interim data reported a 83% disease control rate, noted August 14, 2023.",4
DSGN,Friedreich ataxia (FA),Phase 1,8/14/23,"Phase 1 ascending dose data reported that DT-216 was generally well-tolerated and achieved a statistically significant and dose-related increase in frataxin (FXN) mRNA levels in skeletal muscle biopsies, noted August 14, 2023.",5
PFE,Multiple Myeloma,Approved,8/14/23,"FDA Approved on August 14, 2023.",5
ADPT,Multiple Myeloma,Approved,8/14/23,"FDA Approved on August 14, 2023.",5
RVNC,Cervical Dystonia,Approved,8/14/23,"Approved on August 14, 2023.",5
CNSP,Glioblastoma (GBM) (adult),Phase 2,8/14/23,"Phase 2 interim update demonstrated its capability to be an innovative treatment in GBM that is safe and well tolerated, which has the potential to be a novel and effective therapy for this disease, noted August 14, 2023.",5
GLTO,Idiopathic pulmonary fibrosis (IPF),Phase 2b,8/15/23,"Phase 2b trial did not meet its primary endpoint, noted August 15, 2023.",5
NVS,Wet macular degeneration,Phase 3,8/15/23,"Phase 3 trial met its primary endpoint, noted August 15, 2023.",4
CMRX,H3 K27M-mutant Glioma,Phase 3,8/16/23,"Phase 3 data from survival analyses published in Cancer Discovery reported that ONC201 frontline treatment, administered post-radiation therapy, demonstrated a statistically significant increase in mOS from diagnosis versus historical controls, noted August 16, 2023.",5
IPSEY,Fibrodysplasia ossificans progressiva (FOP),Approved,8/16/23,"FDA Approved on August 16, 2023.",5
MBIO,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL),Phase 1/2,8/16/23,"Initial Phase 1/2 data reported clinical responses from four of four indolent lymphoma patients, including complete response in follicular lymphoma patient previously treated with CD19 CAR-T cell therapy, noted August 16, 2023.",5
QSAM,Bone cancer,Phase 1,8/16/23,"Initial Phase 1 data reported that treatment was well-tolerated with no serious adverse events, a 56% - 64% decrease in SUV in patient one, and that the first two patients experienced significant pain relief and improved mobility within a week after treatment, noted August 16, 2023.",5
FBIO,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL),Phase 1/2,8/16/23,"Initial Phase 1/2 data reported clinical responses from four of four indolent lymphoma patients, including complete response in follicular lymphoma patient previously treated with CD19 CAR-T cell therapy, noted August 16, 2023.",5
MRK,Advanced renal cell carcinoma (RCC),Phase 3,8/17/23,"Phase 3 trial met primary endpoint, noted August 18, 2023.",4
PCSA,Gastrointestinal Cancer,Phase 1b,8/17/23,"Phase 1b interim analysis suggested Processa's novel chemotherapy treatment could improve safety and efficacy in more patients by individualizing the dosing regimen for each patient, noted August 17, 2023.",5
IMAB,Growth hormone deficiency,Phase 3,8/17/23,"Phase 3 trial met its primary endpoint, noted August 17, 2023.",4
REGN,"Wet age-related macular degeneration (wAMD), diabetic macular edema (DME) and diabetic retinopathy (DR)",Approved,8/18/23,"Approved August 18, 2023.",5
NBIX,Huntington's disease,Approved,8/18/23,"Approved August 18, 2023.",5
REGN,Chaple,Approved,8/18/23,"Approved August 18, 2023.",5
SGEN,HER2+ Metastatic Breast Cancer (MBC),Phase 3,8/19/23,"Phase 3 trial met primary endpoint, noted August 19, 2023",4
EXEL,Castration-Resistant Prostate Cancer,Phase 3,8/21/23,"Phase 3 data reported that the trial met one of two primary endpoints, demonstrating a statistically significant improvement in progression-free survival (PFS) at the primary analysis, noted August 21, 2023.",5
IPSEY,Castration-Resistant Prostate Cancer,Phase 3,8/21/23,"Phase 3 data reported that the trial met one of two primary endpoints, demonstrating a statistically significant improvement in progression-free survival (PFS) at the primary analysis, noted August 21, 2023.",5
GILD,Acute myeloid leukemia (AML),Phase 3,8/21/23,"Partial hold by the FDA on enrollment, noted August 21, 2023.",4
GILD,Acute Myeloid Leukemia (AML),Phase 1/2,8/21/23,"Partial hold on enrollment by FDA, noted August 21, 2023.",4
HCM,Primary immune thrombocytopenia (ITP),Phase 3,8/21/23,"Phase 3 trial met is primary endpoint, noted August 21, 2023.",4
